query_sample_id,query_index,query_label,query_project,query_cve,query_code_chars,query_code_lines,query_codebert_tokens,query_truncated_for_embedding,embedding_token_window,rank,faiss_l2_distance,retrieved_index,retrieved_sample_id,retrieved_label,label_matches_query,retrieved_project,retrieved_cve,retrieved_cve_normalized,same_cve,retrieved_dataset_type,retrieved_source,retrieved_code_chars,retrieved_code_lines,retrieved_codebert_tokens,lexical_jaccard,query_snippet,retrieved_snippet
2,1,Safe,patch__CVE-2019-13638,CVE-2019-13638,604,1,223,False,tail_512,5,5.7117919921875,8567,trace-csv::8568,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.039473684210526314,"outfile = xstrdup (optarg);outname = outfile;outfd = make_tempfile (&TMPOUTNAME, 'o', outname, O_WRONLY | binary_transput, instat.st_mode & S_IRWXUGO);int make_tempfile (char const **name, char letter, char const *rea...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
2,1,Safe,patch__CVE-2019-13638,CVE-2019-13638,604,1,223,False,tail_512,6,5.71588134765625,8462,trace-csv::8463,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.039473684210526314,"outfile = xstrdup (optarg);outname = outfile;outfd = make_tempfile (&TMPOUTNAME, 'o', outname, O_WRONLY | binary_transput, instat.st_mode & S_IRWXUGO);int make_tempfile (char const **name, char letter, char const *rea...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
3,2,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,405,1,153,False,tail_512,1,7.074462890625,3088,trace-csv::3089,Vulnerable,True,CWE190_64-CWE190_Integer_Overflow__int64_t_fscanf_multiply,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,260,1,116,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE190_Integer_Overflow__int64_t_fscanf_multiply_64b_badSink(&data); int64_t data = (*dataPtr); if(data > 0) /* ensure we won't have an underflow */ int64_t result = data * 2; printL..."
3,2,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,405,1,153,False,tail_512,2,7.296875,4267,trace-csv::4268,Vulnerable,True,CWE191_64-CWE191_Integer_Underflow__int64_t_fscanf_multiply,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,260,1,115,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE191_Integer_Underflow__int64_t_fscanf_multiply_64b_badSink(&data); int64_t data = (*dataPtr); if(data < 0) /* ensure we won't have an overflow */ int64_t result = data * 2; printL..."
3,2,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,405,1,153,False,tail_512,3,7.34033203125,3087,trace-csv::3088,Vulnerable,True,CWE190_64-CWE190_Integer_Overflow__int64_t_fscanf_add,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,199,1,95,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE190_Integer_Overflow__int64_t_fscanf_add_64b_badSink(&data); int64_t data = (*dataPtr); int64_t result = data + 1; printLongLongLine(result);"
3,2,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,405,1,153,False,tail_512,4,7.46783447265625,3048,trace-csv::3049,Vulnerable,True,CWE190_63-CWE190_Integer_Overflow__int64_t_fscanf_multiply,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,258,1,116,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE190_Integer_Overflow__int64_t_fscanf_multiply_63b_badSink(&data); int64_t data = *dataPtr; if(data > 0) /* ensure we won't have an underflow */ int64_t result = data * 2; printLon..."
3,2,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,405,1,153,False,tail_512,5,7.5028076171875,4270,trace-csv::4271,Vulnerable,True,CWE191_64-CWE191_Integer_Underflow__int64_t_fscanf_sub,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,200,1,95,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE191_Integer_Underflow__int64_t_fscanf_sub_64b_badSink(&data); int64_t data = (*dataPtr); int64_t result = data - 1; printLongLongLine(result);"
3,2,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,405,1,153,False,tail_512,6,7.57843017578125,3047,trace-csv::3048,Vulnerable,True,CWE190_63-CWE190_Integer_Overflow__int64_t_fscanf_add,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,197,1,95,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE190_Integer_Overflow__int64_t_fscanf_add_63b_badSink(&data); int64_t data = *dataPtr; int64_t result = data + 1; printLongLongLine(result);"
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,1,6.86309814453125,3088,trace-csv::3089,Vulnerable,False,CWE190_64-CWE190_Integer_Overflow__int64_t_fscanf_multiply,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,260,1,116,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE190_Integer_Overflow__int64_t_fscanf_multiply_64b_badSink(&data); int64_t data = (*dataPtr); if(data > 0) /* ensure we won't have an underflow */ int64_t result = data * 2; printL..."
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,2,7.09185791015625,4267,trace-csv::4268,Vulnerable,False,CWE191_64-CWE191_Integer_Underflow__int64_t_fscanf_multiply,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,260,1,115,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE191_Integer_Underflow__int64_t_fscanf_multiply_64b_badSink(&data); int64_t data = (*dataPtr); if(data < 0) /* ensure we won't have an overflow */ int64_t result = data * 2; printL..."
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,3,7.11517333984375,3087,trace-csv::3088,Vulnerable,False,CWE190_64-CWE190_Integer_Overflow__int64_t_fscanf_add,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,199,1,95,0.0,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf (stdin, ""%"" SCNd64, &data); CWE190_Integer_Overflow__int64_t_fscanf_add_64b_badSink(&data); int64_t data = (*dataPtr); int64_t result = data + 1; printLongLongLine(result);"
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,4,7.11883544921875,6554,trace-csv::6555,Vulnerable,False,CWE680_63-CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,186,1,83,0.03333333333333333,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","fscanf(stdin, ""%d"", &data); CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_63b_badSink(&data); int data = *dataPtr; intPointer = (int*)malloc(data * sizeof(int));"
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,5,7.20672607421875,1473,trace-csv::1474,Vulnerable,False,CWE134_54-CWE134_Uncontrolled_Format_String__char_console_vfprintf,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,438,1,180,0.05714285714285714,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","if (fgets(data+dataLen, (int)(100-dataLen), stdin) != NULL) CWE134_Uncontrolled_Format_String__char_console_vfprintf_54b_badSink(data); CWE134_Uncontrolled_Format_String__char_console_vfprintf_54c_badSink(data); CWE13..."
4,3,Safe,php-src__CVE-2015-8617,CVE-2015-8617,411,1,156,False,tail_512,6,7.2978515625,1479,trace-csv::1480,Vulnerable,False,CWE134_54-CWE134_Uncontrolled_Format_String__char_console_vprintf,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,425,1,172,0.058823529411764705,"zend_throw_or_error(fetch_type, NULL, ""Class '%s' not found"", ZSTR_VAL(class_name));static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...)zend_vspprintf(&message, 0, f...","if (fgets(data+dataLen, (int)(100-dataLen), stdin) != NULL) CWE134_Uncontrolled_Format_String__char_console_vprintf_54b_badSink(data); CWE134_Uncontrolled_Format_String__char_console_vprintf_54c_badSink(data); CWE134_..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,1,6.6607666015625,8414,trace-csv::8415,Vulnerable,True,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,2,6.6607666015625,8423,trace-csv::8424,Vulnerable,True,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,3,6.6865234375,8558,trace-csv::8559,Vulnerable,True,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,4,6.6865234375,8567,trace-csv::8568,Vulnerable,True,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,5,6.70513916015625,8462,trace-csv::8463,Vulnerable,True,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,CVE-2017-15108,653,1,249,False,tail_512,6,6.70513916015625,8471,trace-csv::8472,Vulnerable,True,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,1,8.19775390625,8415,trace-csv::8416,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,2,8.22998046875,8559,trace-csv::8560,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,3,8.2630615234375,8463,trace-csv::8464,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,4,8.2923583984375,8414,trace-csv::8415,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,5,8.2923583984375,8423,trace-csv::8424,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,592,1,262,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =..."
6,5,Safe,spice-vdagent__CVE-2017-15108,CVE-2017-15108,711,1,275,False,tail_512,6,8.2945556640625,8607,trace-csv::8608,Vulnerable,False,urjtag-0.8,,UNKNOWN,False,test,dataset/signature_db_Vul_data_with_cve.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn);static void udscs_do_read(struct udscs_connection **conp)udscs_read_complete(connp);conn->read_callback(connp, &conn->header, conn->data.buf);static void daemon_read_complete(struct udscs_connecti...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex..."
7,6,Vulnerable,php-src__CVE-2015-8617,CVE-2015-8617,423,1,188,False,tail_512,1,6.4854736328125,8066,trace-csv::8067,Vulnerable,True,autotrace-20200219.65,CVE-2017-9181,CVE-2017-9181,False,test,dataset/signature_db_Vul_data_with_cve.csv,398,1,153,0.018867924528301886,"size_t len = php_stream_read(s, buf, SAPI_POST_HANDLER_BUFSIZ);smart_str_appendl(&post_data.str, buf, len);if (SUCCESS != add_post_vars(arr, &post_data, 0 TSRMLS_CC)) {static inline int add_post_vars(zval *arr, post_v...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ..."
