query_sample_id,kind,rank,source_index,sample_id,project,source_category,reference_family,label,faiss_l2_distance,cosine_similarity,distance_percentile_in_db,x,y
1,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.708500,0.993785,,-129.412170,-198.503876
1,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.708501,0.993785,,-159.711334,-200.695999
1,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.717284,0.993778,,1.659608,190.738342
1,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.717284,0.993778,,1.659608,190.738342
1,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.725635,0.993770,,21.410133,220.994812
1,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.725635,0.993770,,21.410133,220.994812
1,background,,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.728971,0.993762,,138.367477,134.185562
1,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.729720,0.993769,,42.882961,-82.964439
1,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.746387,0.993743,,-142.648178,-171.610321
1,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.746389,0.993743,,-139.721191,-227.940918
1,background,,8416,trace-csv::8417,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.751697,0.993739,,71.170959,16.503292
1,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.760493,0.993735,,55.150978,-55.446445
1,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.765768,0.993723,,20.127487,146.334167
1,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.765768,0.993723,,20.127487,146.334167
1,background,,8661,trace-csv::8662,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.769793,0.993718,,137.976456,76.103584
1,background,,8560,trace-csv::8561,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.784477,0.993703,,89.420677,7.197902
2,query,,,2,patch__CVE-2019-13638,Query CVE,Query CVE,Safe,0.000000,1.000000,,-14.516540,-3.655356
2,retrieved,1,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.799927,0.993700,0.000000,-8.108203,1.008551
2,retrieved,2,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.820923,0.993676,0.000115,-4.164235,-3.533252
2,retrieved,3,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.848816,0.993646,0.000344,-2.294492,2.972296
2,retrieved,4,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.868042,0.993625,0.000459,1.522646,-1.816220
2,retrieved,5,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.900940,0.993588,0.000689,-30.793159,54.308670
2,retrieved,6,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.900940,0.993588,0.000689,-26.525040,43.050484
2,background,,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.900967,0.993588,,-19.167246,42.339611
2,background,,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.900967,0.993588,,-21.711187,47.469658
2,background,,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.926542,0.993559,,13.312046,-32.202141
2,background,,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.943411,0.993542,,-29.344715,48.370087
2,background,,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.943412,0.993542,,-24.740055,52.803711
2,background,,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.944792,0.993539,,8.957775,-35.395851
2,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.945094,0.993544,,-2.521329,10.029390
2,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.947814,0.993537,,-14.728234,47.873543
2,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.947814,0.993538,,-18.040833,52.673710
2,background,,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.981458,0.993499,,13.795782,-38.736347
2,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.985363,0.993499,,-7.731883,7.802799
2,background,,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,5.999949,0.993479,,18.605831,-35.828209
2,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.000467,0.993479,,-15.203836,61.182617
2,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.000468,0.993479,,-26.632217,63.021458
2,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.020191,0.993461,,15.792296,-51.858391
2,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.020191,0.993461,,15.792296,-51.858391
2,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.035021,0.993446,,22.258867,-48.286976
2,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.035021,0.993446,,22.258867,-48.286976
2,background,,8403,trace-csv::8404,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.036015,0.993447,,10.378283,8.160036
2,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.048458,0.993426,,-21.338125,59.740223
2,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.048461,0.993426,,-20.316065,65.710472
2,background,,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.053412,0.993420,,18.350569,-29.186552
2,background,,8451,trace-csv::8452,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.057843,0.993423,,9.045791,2.098731
2,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.074948,0.993402,,26.498665,-54.375832
2,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.074948,0.993402,,26.498665,-54.375832
2,background,,8416,trace-csv::8417,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.076008,0.993396,,1.977732,-12.068926
2,background,,8547,trace-csv::8548,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.081406,0.993397,,4.359971,5.931474
2,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.090803,0.993385,,20.109737,-57.931896
2,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.090803,0.993385,,20.109737,-57.931896
2,background,,8595,trace-csv::8596,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.101073,0.993375,,5.254231,11.814722
3,query,,,3,php-src__CVE-2015-8617,Query CVE,Query CVE,Vulnerable,0.000000,1.000000,,-116.369423,239.248932
3,retrieved,1,8069,trace-csv::8070,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.225464,0.991230,0.000000,60.848347,190.414505
3,retrieved,2,8072,trace-csv::8073,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.225464,0.991230,0.000000,3.603776,241.776947
3,retrieved,3,8066,trace-csv::8067,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.225708,0.991225,0.000230,-20.512653,158.418152
3,retrieved,4,8067,trace-csv::8068,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.381836,0.991025,0.000344,54.198265,87.071655
3,retrieved,5,8070,trace-csv::8071,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.381836,0.991025,0.000344,54.198265,87.071655
3,retrieved,6,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.402954,0.990956,0.000574,-452.965973,-99.826057
3,background,,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.403059,0.990956,,-285.786072,-126.166039
3,background,,8064,trace-csv::8065,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.410945,0.990989,,135.389130,121.717262
3,background,,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.432652,0.990925,,-295.595428,-32.215878
3,background,,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.432659,0.990925,,-367.503021,-74.085320
3,background,,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.444106,0.990913,,-470.380676,-189.981644
3,background,,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.444107,0.990913,,-309.590179,-218.422195
3,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.472193,0.990883,,-379.596771,-162.256821
3,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.472193,0.990883,,-397.913361,-250.750000
3,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.526651,0.990820,,-529.882996,-3.685925
3,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.526659,0.990820,,-386.450226,80.112267
3,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.558745,0.990786,,-485.869629,86.396515
3,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.558748,0.990786,,-439.438263,11.051851
3,background,,8001,trace-csv::8002,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.589363,0.990850,,382.365967,34.312611
3,background,,8035,trace-csv::8036,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.589363,0.990850,,382.365967,34.312611
3,background,,8099,trace-csv::8100,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.589363,0.990850,,382.365967,34.312611
3,background,,8038,trace-csv::8039,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.589363,0.990850,,382.365967,34.312611
3,background,,8096,trace-csv::8097,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.620831,0.990808,,488.690613,-6.695307
3,background,,8032,trace-csv::8033,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.620831,0.990808,,488.690613,-6.695307
3,background,,3088,trace-csv::3089,CWE190_64-CWE190_Integer_Overflow__int64_t_fscanf_multiply,Juliet,Juliet,Vulnerable,8.796990,0.990599,,282.508575,379.869476
3,background,,7998,trace-csv::7999,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.812603,0.990604,,135.518433,267.104126
3,background,,7999,trace-csv::8000,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.975271,0.990398,,457.235626,-139.885300
3,background,,8097,trace-csv::8098,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.975279,0.990398,,352.465057,-129.061417
3,background,,8033,trace-csv::8034,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.975279,0.990398,,352.465057,-129.061417
3,background,,8036,trace-csv::8037,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.975279,0.990398,,352.465057,-129.061417
3,background,,8030,trace-csv::8031,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,9.027795,0.990333,,324.368622,-231.735352
3,background,,8094,trace-csv::8095,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,9.027798,0.990334,,419.672211,-226.474304
3,background,,4267,trace-csv::4268,CWE191_64-CWE191_Integer_Underflow__int64_t_fscanf_multiply,Juliet,Juliet,Vulnerable,9.032049,0.990329,,322.416168,335.453766
3,background,,8068,trace-csv::8069,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,9.052690,0.990246,,83.362885,-141.647995
3,background,,8071,trace-csv::8072,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,9.052690,0.990246,,83.362885,-141.647995
3,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,9.101865,0.990192,,-591.466125,-172.359741
4,query,,,4,php-src__CVE-2015-8617,Query CVE,Query CVE,Safe,0.000000,1.000000,,-168.061432,120.763611
4,retrieved,1,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.024231,0.991376,0.000000,-123.662041,44.124603
4,retrieved,2,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.024292,0.991376,0.000230,-153.246918,30.454920
4,retrieved,3,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.048706,0.991350,0.000459,-90.869278,24.457397
4,retrieved,4,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.048706,0.991350,0.000459,-90.956322,61.485310
4,retrieved,5,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.057617,0.991341,0.000459,-125.365364,5.437727
4,retrieved,6,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.057617,0.991341,0.000459,-153.409851,67.930641
4,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.080971,0.991316,,-121.880501,85.367470
4,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.080971,0.991316,,-186.097931,53.297718
4,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.143082,0.991245,,-169.885986,-8.494682
4,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.143087,0.991245,,-154.790268,-39.189003
4,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.169223,0.991217,,-197.272629,-34.214031
4,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.169226,0.991217,,-205.695786,2.251307
4,background,,8066,trace-csv::8067,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.490892,0.990946,,62.730721,215.470352
4,background,,8072,trace-csv::8073,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.506889,0.990933,,29.108812,199.312134
4,background,,8069,trace-csv::8070,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.506889,0.990933,,29.108812,199.312134
4,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.606333,0.990735,,18.383099,-161.463623
4,background,,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.630919,0.990708,,-13.951774,-164.660339
4,background,,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.646351,0.990692,,-5.859787,-132.363739
4,background,,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.646925,0.990697,,191.208755,-5.753072
4,background,,8070,trace-csv::8071,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.648966,0.990743,,49.139072,165.390610
4,background,,8067,trace-csv::8068,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.648966,0.990743,,49.139072,165.390610
4,background,,8064,trace-csv::8065,autotrace-20200219.65,Open Source Project,CVE/Open Source Project,Vulnerable,8.663066,0.990724,,80.622223,185.354965
4,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.665815,0.990671,,-40.147907,-184.276520
4,background,,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.678661,0.990663,,222.815216,2.614272
4,background,,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.684857,0.990656,,166.713211,17.099884
4,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.712353,0.990636,,198.663803,-105.688393
4,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.712353,0.990636,,198.663803,-105.688393
4,background,,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.713318,0.990626,,196.243118,31.383383
4,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.746991,0.990583,,-43.368904,-145.056305
4,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.747478,0.990599,,226.416092,-67.901535
4,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.747478,0.990599,,226.416092,-67.901535
4,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.747689,0.990599,,181.566620,-67.232422
4,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.747689,0.990599,,181.566620,-67.232422
4,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.755100,0.990574,,-3.196419,-197.106857
4,background,,8517,trace-csv::8518,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.766147,0.990565,,230.529587,39.684475
4,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,8.780563,0.990564,,240.609589,-104.962463
5,query,,,5,spice-vdagent__CVE-2017-15108,Query CVE,Query CVE,Vulnerable,0.000000,1.000000,,-60.331394,-102.764946
5,retrieved,1,8414,trace-csv::8415,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.677856,0.992776,0.000000,-41.921562,-138.965103
5,retrieved,2,8423,trace-csv::8424,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.677979,0.992776,0.000230,-23.662283,-117.630989
5,retrieved,3,8567,trace-csv::8568,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.713074,0.992738,0.000230,-52.525608,-168.525024
5,retrieved,4,8558,trace-csv::8559,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.713135,0.992738,0.000230,-24.897551,-166.269073
5,retrieved,5,8462,trace-csv::8463,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.720093,0.992731,0.000689,10.600816,-121.581497
5,retrieved,6,8471,trace-csv::8472,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.720093,0.992731,0.000689,-6.655478,-142.893875
5,background,,8415,trace-csv::8416,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.755912,0.992687,,157.269287,29.337925
5,background,,8615,trace-csv::8616,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.759283,0.992689,,26.831844,-150.634720
5,background,,8606,trace-csv::8607,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.759283,0.992689,,6.439238,-169.530838
5,background,,8519,trace-csv::8520,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.784838,0.992658,,-4.936515,-230.298492
5,background,,8510,trace-csv::8511,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.784844,0.992658,,17.494541,-209.543686
5,background,,8559,trace-csv::8560,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.796513,0.992643,,158.844208,1.498930
5,background,,8463,trace-csv::8464,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.819178,0.992619,,185.271912,22.192610
5,background,,8663,trace-csv::8664,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.834989,0.992604,,-12.193278,-200.522949
5,background,,8654,trace-csv::8655,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.834993,0.992604,,-35.630596,-214.795059
5,background,,8607,trace-csv::8608,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.855159,0.992579,,185.810425,-6.745523
5,background,,8421,trace-csv::8422,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.888108,0.992545,,-30.031656,161.792343
5,background,,8446,trace-csv::8447,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.893504,0.992546,,-136.759476,169.044464
5,background,,8439,trace-csv::8440,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.893504,0.992546,,-136.759476,169.044464
5,background,,8403,trace-csv::8404,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.921156,0.992511,,183.049774,55.011169
5,background,,8511,trace-csv::8512,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.934180,0.992495,,215.328384,31.649469
5,background,,8565,trace-csv::8566,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.937891,0.992491,,-61.685661,154.042068
5,background,,8583,trace-csv::8584,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.941238,0.992495,,-122.967316,138.118820
5,background,,8590,trace-csv::8591,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.941238,0.992495,,-122.967316,138.118820
5,background,,8469,trace-csv::8470,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.950188,0.992478,,-40.247406,137.018555
5,background,,8487,trace-csv::8488,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.952886,0.992483,,-165.352448,146.606476
5,background,,8494,trace-csv::8495,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.952886,0.992483,,-165.352448,146.606476
5,background,,8547,trace-csv::8548,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.955071,0.992474,,182.713135,84.355949
5,background,,8655,trace-csv::8656,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.963898,0.992462,,214.833130,3.788002
5,background,,8451,trace-csv::8452,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.989169,0.992436,,157.264130,66.866043
5,background,,8613,trace-csv::8614,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.997127,0.992427,,-52.123493,178.777740
5,background,,8638,trace-csv::8639,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.998184,0.992434,,-152.492859,114.341217
5,background,,8631,trace-csv::8632,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,6.998184,0.992434,,-152.492859,114.341217
5,background,,8595,trace-csv::8596,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.018274,0.992404,,208.409531,68.494522
5,background,,8542,trace-csv::8543,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.030982,0.992394,,-111.162872,99.891769
5,background,,8535,trace-csv::8536,urjtag-0.8,Open Source Project,CVE/Open Source Project,Vulnerable,7.030982,0.992394,,-111.162872,99.891769
6,query,,,6,spice-vdagent__CVE-2017-15108,Query CVE,Query CVE,Safe,0.000000,1.000000,,45.001389,-48.724491
