kind,sample_id,project,cwe_or_hint,label,source_index,x,y
background_juliet,trace-csv::1018,CWE134_31-CWE134_Uncontrolled_Format_String__char_console_snprintf,trace-csv::1018,Vulnerable,1017,7.376428,-4.713599
background_juliet,trace-csv::1082,CWE134_32-CWE134_Uncontrolled_Format_String__char_console_vprintf,trace-csv::1082,Vulnerable,1081,1.132356,-3.169995
background_juliet,trace-csv::1084,CWE134_32-CWE134_Uncontrolled_Format_String__char_console_vprintf,trace-csv::1084,Vulnerable,1083,-0.765921,-1.060955
background_juliet,trace-csv::1103,CWE134_33-CWE134_Uncontrolled_Format_String__char_connect_socket_snprintf,trace-csv::1103,Vulnerable,1102,-13.588930,10.816357
background_juliet,trace-csv::1104,CWE134_33-CWE134_Uncontrolled_Format_String__char_connect_socket_vfprintf,trace-csv::1104,Vulnerable,1103,-13.665783,10.086738
background_juliet,trace-csv::1191,CWE134_41-CWE134_Uncontrolled_Format_String__char_console_snprintf,trace-csv::1191,Vulnerable,1190,2.995743,-2.056272
background_juliet,trace-csv::1194,CWE134_41-CWE134_Uncontrolled_Format_String__char_console_vfprintf,trace-csv::1194,Vulnerable,1193,5.583613,-3.819309
background_juliet,trace-csv::1215,CWE134_41-CWE134_Uncontrolled_Format_String__char_file_vprintf,trace-csv::1215,Vulnerable,1214,5.720526,-3.885974
background_juliet,trace-csv::1309,CWE134_51-CWE134_Uncontrolled_Format_String__char_console_fprintf,trace-csv::1309,Vulnerable,1308,-2.718312,-1.273876
background_juliet,trace-csv::1311,CWE134_51-CWE134_Uncontrolled_Format_String__char_console_fprintf,trace-csv::1311,Vulnerable,1310,-2.875772,-0.593757
background_juliet,trace-csv::1367,CWE134_52-CWE134_Uncontrolled_Format_String__char_console_printf,trace-csv::1367,Vulnerable,1366,-3.062448,-0.321917
background_juliet,trace-csv::1387,CWE134_52-CWE134_Uncontrolled_Format_String__char_environment_printf,trace-csv::1387,Vulnerable,1386,-5.187880,0.786198
background_juliet,trace-csv::1399,CWE134_52-CWE134_Uncontrolled_Format_String__char_listen_socket_vfprintf,trace-csv::1399,Vulnerable,1398,-12.686906,8.208708
background_juliet,trace-csv::1431,CWE134_53-CWE134_Uncontrolled_Format_String__char_console_vprintf,trace-csv::1431,Vulnerable,1430,-4.482370,-0.424503
background_juliet,trace-csv::1435,CWE134_53-CWE134_Uncontrolled_Format_String__char_console_vprintf,trace-csv::1435,Vulnerable,1434,-4.100009,0.049213
background_juliet,trace-csv::1530,CWE134_61-CWE134_Uncontrolled_Format_String__char_console_vprintf,trace-csv::1530,Vulnerable,1529,6.222456,-3.754406
background_juliet,trace-csv::1542,CWE134_61-CWE134_Uncontrolled_Format_String__char_file_printf,trace-csv::1542,Vulnerable,1541,8.048790,-4.587895
background_juliet,trace-csv::1610,CWE134_64-CWE134_Uncontrolled_Format_String__char_console_fprintf,trace-csv::1610,Vulnerable,1609,-2.961632,-0.525237
background_juliet,trace-csv::1650,CWE134_64-CWE134_Uncontrolled_Format_String__char_listen_socket_vprintf,trace-csv::1650,Vulnerable,1649,-12.450111,8.463794
background_juliet,trace-csv::1699,CWE134_66-CWE134_Uncontrolled_Format_String__char_console_snprintf,trace-csv::1699,Vulnerable,1698,-3.780457,-1.674031
background_juliet,trace-csv::1704,CWE134_66-CWE134_Uncontrolled_Format_String__char_console_vfprintf,trace-csv::1704,Vulnerable,1703,-4.963408,-1.360797
background_juliet,trace-csv::1750,CWE190_01-CWE190_Integer_Overflow__int_fgets_square,trace-csv::1750,Vulnerable,1749,5.745348,7.178673
background_juliet,trace-csv::1838,CWE190_03-CWE190_Integer_Overflow__int_listen_socket_postinc,trace-csv::1838,Vulnerable,1837,1.082726,7.133304
background_juliet,trace-csv::1921,CWE190_05-CWE190_Integer_Overflow__short_fscanf_add,trace-csv::1921,Vulnerable,1920,15.018249,11.109216
background_juliet,trace-csv::1929,CWE190_05-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc,trace-csv::1929,Vulnerable,1928,13.356718,11.546997
background_juliet,trace-csv::2005,CWE190_07-CWE190_Integer_Overflow__short_fscanf_square,trace-csv::2005,Vulnerable,2004,15.749248,12.111248
background_juliet,trace-csv::2041,CWE190_08-CWE190_Integer_Overflow__short_fscanf_add,trace-csv::2041,Vulnerable,2040,15.018245,11.109210
background_juliet,trace-csv::2056,CWE190_09-CWE190_Integer_Overflow__int64_t_fscanf_add,trace-csv::2056,Vulnerable,2055,13.593752,9.632277
background_juliet,trace-csv::2097,CWE190_10-CWE190_Integer_Overflow__int64_t_fscanf_multiply,trace-csv::2097,Vulnerable,2096,10.017507,8.302240
background_juliet,trace-csv::2255,CWE190_13-CWE190_Integer_Overflow__char_fscanf_square,trace-csv::2255,Vulnerable,2254,15.778131,12.920033
background_juliet,trace-csv::2275,CWE190_13-CWE190_Integer_Overflow__int_fscanf_square,trace-csv::2275,Vulnerable,2274,15.908293,11.749940
background_juliet,trace-csv::2294,CWE190_14-CWE190_Integer_Overflow__char_fscanf_preinc,trace-csv::2294,Vulnerable,2293,13.985434,12.658750
background_juliet,trace-csv::2342,CWE190_15-CWE190_Integer_Overflow__int_connect_socket_multiply,trace-csv::2342,Vulnerable,2341,1.870608,7.009670
background_juliet,trace-csv::2352,CWE190_15-CWE190_Integer_Overflow__int_fscanf_multiply,trace-csv::2352,Vulnerable,2351,9.479856,8.527524
background_juliet,trace-csv::2365,CWE190_15-CWE190_Integer_Overflow__short_fscanf_square,trace-csv::2365,Vulnerable,2364,16.187428,11.515367
background_juliet,trace-csv::2369,CWE190_15-CWE190_Integer_Overflow__unsigned_int_fscanf_preinc,trace-csv::2369,Vulnerable,2368,13.812531,11.434345
background_juliet,trace-csv::2413,CWE190_17-CWE190_Integer_Overflow__char_fscanf_postinc,trace-csv::2413,Vulnerable,2412,15.058181,12.691751
background_juliet,trace-csv::2456,CWE190_18-CWE190_Integer_Overflow__int64_t_fscanf_add,trace-csv::2456,Vulnerable,2455,13.965703,9.534431
background_juliet,trace-csv::2518,CWE190_21-CWE190_Integer_Overflow__int_listen_socket_postinc,trace-csv::2518,Vulnerable,2517,1.897847,7.656140
background_juliet,trace-csv::2597,CWE190_31-CWE190_Integer_Overflow__int_listen_socket_multiply,trace-csv::2597,Vulnerable,2596,-0.236910,6.225908
background_juliet,trace-csv::2601,CWE190_31-CWE190_Integer_Overflow__short_fscanf_add,trace-csv::2601,Vulnerable,2600,9.953549,11.360112
background_juliet,trace-csv::2646,CWE190_32-CWE190_Integer_Overflow__unsigned_int_fscanf_add,trace-csv::2646,Vulnerable,2645,9.492841,11.144779
background_juliet,trace-csv::2658,CWE190_33-CWE190_Integer_Overflow__int_connect_socket_multiply,trace-csv::2658,Vulnerable,2657,-0.058207,6.402279
background_juliet,trace-csv::2674,CWE190_33-CWE190_Integer_Overflow__unsigned_int_fscanf_square,trace-csv::2674,Vulnerable,2673,10.548076,11.084350
background_juliet,trace-csv::2759,CWE190_43-CWE190_Integer_Overflow__int64_t_fscanf_multiply,trace-csv::2759,Vulnerable,2758,10.217801,8.236731
background_juliet,trace-csv::2766,CWE190_43-CWE190_Integer_Overflow__int_fgets_square,trace-csv::2766,Vulnerable,2765,5.745341,7.178556
background_juliet,trace-csv::2807,CWE190_44-CWE190_Integer_Overflow__int_listen_socket_preinc,trace-csv::2807,Vulnerable,2806,-0.093001,7.718157
background_juliet,trace-csv::2872,CWE190_52-CWE190_Integer_Overflow__int_connect_socket_preinc,trace-csv::2872,Vulnerable,2871,-3.726509,5.502878
background_juliet,trace-csv::2922,CWE190_53-CWE190_Integer_Overflow__int_fscanf_preinc,trace-csv::2922,Vulnerable,2921,-6.584832,4.118465
background_juliet,trace-csv::2953,CWE190_54-CWE190_Integer_Overflow__int_connect_socket_square,trace-csv::2953,Vulnerable,2952,-4.051359,5.556044
background_juliet,trace-csv::2975,CWE190_54-CWE190_Integer_Overflow__unsigned_int_fscanf_multiply,trace-csv::2975,Vulnerable,2974,-6.307468,4.225237
background_juliet,trace-csv::3002,CWE190_61-CWE190_Integer_Overflow__int_fscanf_preinc,trace-csv::3002,Vulnerable,3001,7.557352,10.804091
background_juliet,trace-csv::3084,CWE190_64-CWE190_Integer_Overflow__char_fscanf_multiply,trace-csv::3084,Vulnerable,3083,-6.878085,2.648782
background_juliet,trace-csv::3111,CWE190_64-CWE190_Integer_Overflow__int_listen_socket_preinc,trace-csv::3111,Vulnerable,3110,-3.277686,5.529274
background_juliet,trace-csv::3118,CWE190_64-CWE190_Integer_Overflow__unsigned_int_fscanf_add,trace-csv::3118,Vulnerable,3117,-7.066047,3.266302
background_juliet,trace-csv::3131,CWE190_65-CWE190_Integer_Overflow__int64_t_fscanf_preinc,trace-csv::3131,Vulnerable,3130,11.921987,9.504196
background_juliet,trace-csv::3145,CWE190_65-CWE190_Integer_Overflow__int_fscanf_postinc,trace-csv::3145,Vulnerable,3144,12.329097,10.445333
background_juliet,trace-csv::3158,CWE190_65-CWE190_Integer_Overflow__unsigned_int_fscanf_add,trace-csv::3158,Vulnerable,3157,12.088017,10.051033
background_juliet,trace-csv::3281,CWE191_02-CWE191_Integer_Underflow__int_listen_socket_sub,trace-csv::3281,Vulnerable,3280,1.249908,7.693549
background_juliet,trace-csv::3300,CWE191_03-CWE191_Integer_Underflow__int_connect_socket_sub,trace-csv::3300,Vulnerable,3299,1.331861,7.774836
background_juliet,trace-csv::3400,CWE191_06-CWE191_Integer_Underflow__int_fscanf_predec,trace-csv::3400,Vulnerable,3399,14.267604,11.670717
background_juliet,trace-csv::3487,CWE191_09-CWE191_Integer_Underflow__int_fgets_multiply,trace-csv::3487,Vulnerable,3486,4.644371,7.476952
background_juliet,trace-csv::3489,CWE191_09-CWE191_Integer_Underflow__int_fgets_predec,trace-csv::3489,Vulnerable,3488,5.450400,8.173468
background_juliet,trace-csv::3500,CWE191_09-CWE191_Integer_Underflow__short_fscanf_postdec,trace-csv::3500,Vulnerable,3499,14.328679,12.124491
background_juliet,trace-csv::3513,CWE191_10-CWE191_Integer_Underflow__int64_t_fscanf_sub,trace-csv::3513,Vulnerable,3512,13.544148,9.620281
background_juliet,trace-csv::3589,CWE191_12-CWE191_Integer_Underflow__int_connect_socket_predec,trace-csv::3589,Vulnerable,3588,0.877672,6.604541
background_juliet,trace-csv::3605,CWE191_12-CWE191_Integer_Underflow__int_fscanf_predec,trace-csv::3605,Vulnerable,3604,12.752006,12.568932
background_juliet,trace-csv::3649,CWE191_13-CWE191_Integer_Underflow__int_fscanf_sub,trace-csv::3649,Vulnerable,3648,15.538306,10.869229
background_juliet,trace-csv::3698,CWE191_15-CWE191_Integer_Underflow__int64_t_fscanf_predec,trace-csv::3698,Vulnerable,3697,13.767918,10.186785
background_juliet,trace-csv::3705,CWE191_15-CWE191_Integer_Underflow__int_fgets_postdec,trace-csv::3705,Vulnerable,3704,5.626790,7.169391
background_juliet,trace-csv::3718,CWE191_15-CWE191_Integer_Underflow__short_fscanf_predec,trace-csv::3718,Vulnerable,3717,14.874974,12.079755
background_juliet,trace-csv::3725,CWE191_16-CWE191_Integer_Underflow__char_fscanf_predec,trace-csv::3725,Vulnerable,3724,14.531854,13.177256
background_juliet,trace-csv::3739,CWE191_16-CWE191_Integer_Underflow__int_fscanf_multiply,trace-csv::3739,Vulnerable,3738,9.469650,8.669999
background_juliet,trace-csv::3742,CWE191_16-CWE191_Integer_Underflow__int_fscanf_sub,trace-csv::3742,Vulnerable,3741,15.589684,10.982514
background_juliet,trace-csv::3748,CWE191_16-CWE191_Integer_Underflow__short_fscanf_postdec,trace-csv::3748,Vulnerable,3747,14.328682,12.124490
background_juliet,trace-csv::3756,CWE191_17-CWE191_Integer_Underflow__char_fscanf_predec,trace-csv::3756,Vulnerable,3755,14.531886,13.177259
background_juliet,trace-csv::3775,CWE191_17-CWE191_Integer_Underflow__int_listen_socket_postdec,trace-csv::3775,Vulnerable,3774,0.984201,7.133888
background_juliet,trace-csv::3802,CWE191_18-CWE191_Integer_Underflow__int_fscanf_postdec,trace-csv::3802,Vulnerable,3801,15.322158,11.839113
background_juliet,trace-csv::3808,CWE191_18-CWE191_Integer_Underflow__int_listen_socket_sub,trace-csv::3808,Vulnerable,3807,1.000798,8.199257
background_juliet,trace-csv::3841,CWE191_21-CWE191_Integer_Underflow__short_fscanf_postdec,trace-csv::3841,Vulnerable,3840,12.166199,11.277040
background_juliet,trace-csv::3863,CWE191_22-CWE191_Integer_Underflow__int_fscanf_multiply,trace-csv::3863,Vulnerable,3862,-6.442002,2.518772
background_juliet,trace-csv::3881,CWE191_31-CWE191_Integer_Underflow__char_fscanf_sub,trace-csv::3881,Vulnerable,3880,10.532703,11.638486
background_juliet,trace-csv::3917,CWE191_32-CWE191_Integer_Underflow__int_connect_socket_multiply,trace-csv::3917,Vulnerable,3916,-0.918595,6.119792
background_juliet,trace-csv::3933,CWE191_32-CWE191_Integer_Underflow__short_fscanf_multiply,trace-csv::3933,Vulnerable,3932,8.904662,10.680483
background_juliet,trace-csv::3940,CWE191_33-CWE191_Integer_Underflow__char_fscanf_multiply,trace-csv::3940,Vulnerable,3939,9.419829,10.360189
background_juliet,trace-csv::3946,CWE191_33-CWE191_Integer_Underflow__int_fgets_multiply,trace-csv::3946,Vulnerable,3945,3.867884,7.371935
background_juliet,trace-csv::3956,CWE191_41-CWE191_Integer_Underflow__char_fscanf_postdec,trace-csv::3956,Vulnerable,3955,12.623235,11.752033
background_juliet,trace-csv::3971,CWE191_41-CWE191_Integer_Underflow__int_fscanf_multiply,trace-csv::3971,Vulnerable,3970,9.692850,8.939655
background_juliet,trace-csv::3987,CWE191_42-CWE191_Integer_Underflow__char_fscanf_postdec,trace-csv::3987,Vulnerable,3986,11.774905,11.632176
background_juliet,trace-csv::4008,CWE191_42-CWE191_Integer_Underflow__int_listen_socket_predec,trace-csv::4008,Vulnerable,4007,0.168905,7.373915
background_juliet,trace-csv::4023,CWE191_43-CWE191_Integer_Underflow__int_fgets_multiply,trace-csv::4023,Vulnerable,4022,5.059360,7.449664
background_juliet,trace-csv::4026,CWE191_43-CWE191_Integer_Underflow__int_fscanf_sub,trace-csv::4026,Vulnerable,4025,16.122484,10.813725
background_juliet,trace-csv::4043,CWE191_44-CWE191_Integer_Underflow__int_connect_socket_sub,trace-csv::4043,Vulnerable,4042,0.322901,8.115298
background_juliet,trace-csv::4220,CWE191_62-CWE191_Integer_Underflow__int64_t_fscanf_multiply,trace-csv::4220,Vulnerable,4219,10.117283,8.206082
background_juliet,trace-csv::4224,CWE191_62-CWE191_Integer_Underflow__int_fgets_multiply,trace-csv::4224,Vulnerable,4223,5.059359,7.449663
background_juliet,trace-csv::4266,CWE191_64-CWE191_Integer_Underflow__char_fscanf_predec,trace-csv::4266,Vulnerable,4265,-7.202050,3.266296
background_juliet,trace-csv::4270,CWE191_64-CWE191_Integer_Underflow__int64_t_fscanf_predec,trace-csv::4270,Vulnerable,4269,-7.481387,2.974354
background_juliet,trace-csv::4280,CWE191_64-CWE191_Integer_Underflow__int_fscanf_multiply,trace-csv::4280,Vulnerable,4279,-6.754432,2.619321
background_juliet,trace-csv::4310,CWE191_65-CWE191_Integer_Underflow__int_fgets_sub,trace-csv::4310,Vulnerable,4309,5.572082,6.669835
background_juliet,trace-csv::4316,CWE191_65-CWE191_Integer_Underflow__int_listen_socket_postdec,trace-csv::4316,Vulnerable,4315,0.060338,7.817647
background_juliet,trace-csv::4331,CWE191_66-CWE191_Integer_Underflow__int64_t_fscanf_postdec,trace-csv::4331,Vulnerable,4330,-7.137273,3.866586
background_juliet,trace-csv::4334,CWE191_66-CWE191_Integer_Underflow__int_connect_socket_multiply,trace-csv::4334,Vulnerable,4333,-2.664102,5.875423
background_juliet,trace-csv::4440,CWE415_03-CWE415_Double_Free__malloc_free_char,trace-csv::4440,Vulnerable,4439,12.486896,-4.301149
background_juliet,trace-csv::4609,CWE415_07-CWE415_Double_Free__new_delete_struct,trace-csv::4609,Vulnerable,4608,30.701332,-3.759073
background_juliet,trace-csv::4634,CWE415_08-CWE415_Double_Free__new_delete_class,trace-csv::4634,Vulnerable,4633,30.414354,-1.858864
background_juliet,trace-csv::4690,CWE415_10-CWE415_Double_Free__new_delete_array_class,trace-csv::4690,Vulnerable,4689,27.069721,-5.516385
background_juliet,trace-csv::4731,CWE415_11-CWE415_Double_Free__new_delete_array_long,trace-csv::4731,Vulnerable,4730,29.819839,-5.160276
background_juliet,trace-csv::4735,CWE415_11-CWE415_Double_Free__new_delete_char,trace-csv::4735,Vulnerable,4734,31.719297,-4.550652
background_juliet,trace-csv::4742,CWE415_11-CWE415_Double_Free__new_delete_long,trace-csv::4742,Vulnerable,4741,30.838448,-2.119660
background_juliet,trace-csv::4779,CWE415_13-CWE415_Double_Free__new_delete_array_int64_t,trace-csv::4779,Vulnerable,4778,27.245747,-5.482683
background_juliet,trace-csv::4785,CWE415_13-CWE415_Double_Free__new_delete_char,trace-csv::4785,Vulnerable,4784,30.878868,-2.233526
background_juliet,trace-csv::4799,CWE415_14-CWE415_Double_Free__malloc_free_int,trace-csv::4799,Vulnerable,4798,12.370880,-4.150646
background_juliet,trace-csv::4832,CWE415_15-CWE415_Double_Free__malloc_free_char,trace-csv::4832,Vulnerable,4831,12.941851,-4.451915
background_juliet,trace-csv::4836,CWE415_15-CWE415_Double_Free__malloc_free_int64_t,trace-csv::4836,Vulnerable,4835,12.145553,-4.800734
background_juliet,trace-csv::4856,CWE415_15-CWE415_Double_Free__new_delete_class,trace-csv::4856,Vulnerable,4855,31.268608,-3.384404
background_juliet,trace-csv::4913,CWE415_17-CWE415_Double_Free__new_delete_array_int,trace-csv::4913,Vulnerable,4912,27.588835,-5.519880
background_juliet,trace-csv::5010,CWE415_21-CWE415_Double_Free__new_delete_int64_t,trace-csv::5010,Vulnerable,5009,28.921232,-2.414974
background_juliet,trace-csv::5061,CWE415_22-CWE415_Double_Free__new_delete_int64_t,trace-csv::5061,Vulnerable,5060,28.922594,-2.414951
background_juliet,trace-csv::5160,CWE415_33-CWE415_Double_Free__new_delete_char,trace-csv::5160,Vulnerable,5159,31.887968,-4.090195
background_juliet,trace-csv::5231,CWE415_42-CWE415_Double_Free__new_delete_array_long,trace-csv::5231,Vulnerable,5230,29.760822,-5.881574
background_juliet,trace-csv::5345,CWE415_52-CWE415_Double_Free__malloc_free_long,trace-csv::5345,Vulnerable,5344,11.237607,-5.544749
background_juliet,trace-csv::5357,CWE415_52-CWE415_Double_Free__new_delete_array_class,trace-csv::5357,Vulnerable,5356,27.329977,-3.362894
background_juliet,trace-csv::5426,CWE415_53-CWE415_Double_Free__new_delete_array_char,trace-csv::5426,Vulnerable,5425,27.950535,-3.457466
background_juliet,trace-csv::5428,CWE415_53-CWE415_Double_Free__new_delete_array_char,trace-csv::5428,Vulnerable,5427,30.033403,-5.889602
background_juliet,trace-csv::5429,CWE415_53-CWE415_Double_Free__new_delete_array_class,trace-csv::5429,Vulnerable,5428,24.952988,-2.258916
background_juliet,trace-csv::5434,CWE415_53-CWE415_Double_Free__new_delete_array_int,trace-csv::5434,Vulnerable,5433,25.070494,-2.211636
background_juliet,trace-csv::5439,CWE415_53-CWE415_Double_Free__new_delete_array_int64_t,trace-csv::5439,Vulnerable,5438,24.979925,-2.210974
background_juliet,trace-csv::5449,CWE415_53-CWE415_Double_Free__new_delete_array_struct,trace-csv::5449,Vulnerable,5448,24.967611,-2.322000
background_juliet,trace-csv::5515,CWE415_54-CWE415_Double_Free__new_delete_array_char,trace-csv::5515,Vulnerable,5514,24.841429,-1.651661
background_juliet,trace-csv::5592,CWE415_61-CWE415_Double_Free__new_delete_array_int64_t,trace-csv::5592,Vulnerable,5591,27.649471,-5.316473
background_juliet,trace-csv::5631,CWE415_63-CWE415_Double_Free__new_delete_array_struct,trace-csv::5631,Vulnerable,5630,27.765484,-3.656064
background_juliet,trace-csv::5671,CWE415_64-CWE415_Double_Free__new_delete_int,trace-csv::5671,Vulnerable,5670,28.585997,-2.206542
background_juliet,trace-csv::5678,CWE415_65-CWE415_Double_Free__malloc_free_char,trace-csv::5678,Vulnerable,5677,12.512865,-4.934653
background_juliet,trace-csv::5695,CWE415_65-CWE415_Double_Free__new_delete_array_int64_t,trace-csv::5695,Vulnerable,5694,27.419201,-3.750957
background_juliet,trace-csv::5702,CWE415_65-CWE415_Double_Free__new_delete_class,trace-csv::5702,Vulnerable,5701,26.977200,-1.555262
background_juliet,trace-csv::5711,CWE415_65-CWE415_Double_Free__new_delete_struct,trace-csv::5711,Vulnerable,5710,27.302475,-1.915825
background_juliet,trace-csv::5742,CWE415_66-CWE415_Double_Free__new_delete_long,trace-csv::5742,Vulnerable,5741,29.094948,-1.537620
background_juliet,trace-csv::5743,CWE415_66-CWE415_Double_Free__new_delete_long,trace-csv::5743,Vulnerable,5742,29.297318,-2.185799
background_juliet,trace-csv::5793,CWE416_01-CWE416_Use_After_Free__new_delete_array_int64_t,trace-csv::5793,Vulnerable,5792,29.136944,-5.756354
background_juliet,trace-csv::5815,CWE416_02-CWE416_Use_After_Free__new_delete_array_char,trace-csv::5815,Vulnerable,5814,30.076456,-5.404035
background_juliet,trace-csv::5833,CWE416_02-CWE416_Use_After_Free__new_delete_struct,trace-csv::5833,Vulnerable,5832,30.701332,-3.759073
background_juliet,trace-csv::5879,CWE416_04-CWE416_Use_After_Free__new_delete_char,trace-csv::5879,Vulnerable,5878,31.528662,-4.828125
background_juliet,trace-csv::5889,CWE416_05-CWE416_Use_After_Free__malloc_free_int,trace-csv::5889,Vulnerable,5888,11.497589,-4.371968
background_juliet,trace-csv::5930,CWE416_06-CWE416_Use_After_Free__new_delete_array_long,trace-csv::5930,Vulnerable,5929,29.819601,-5.160394
background_juliet,trace-csv::5958,CWE416_07-CWE416_Use_After_Free__new_delete_array_struct,trace-csv::5958,Vulnerable,5957,28.969551,-5.084990
background_juliet,trace-csv::5990,CWE416_08-CWE416_Use_After_Free__new_delete_int,trace-csv::5990,Vulnerable,5989,31.245144,-4.459013
background_juliet,trace-csv::5992,CWE416_08-CWE416_Use_After_Free__new_delete_int64_t,trace-csv::5992,Vulnerable,5991,30.879511,-4.404023
background_juliet,trace-csv::6016,CWE416_09-CWE416_Use_After_Free__new_delete_int,trace-csv::6016,Vulnerable,6015,28.387417,-1.966561
background_juliet,trace-csv::6035,CWE416_10-CWE416_Use_After_Free__new_delete_array_int64_t,trace-csv::6035,Vulnerable,6034,26.717896,-4.346418
background_juliet,trace-csv::6053,CWE416_11-CWE416_Use_After_Free__malloc_free_int64_t,trace-csv::6053,Vulnerable,6052,11.311172,-4.895133
background_juliet,trace-csv::6086,CWE416_13-CWE416_Use_After_Free__malloc_free_int64_t,trace-csv::6086,Vulnerable,6085,12.145553,-4.800734
background_juliet,trace-csv::6166,CWE416_16-CWE416_Use_After_Free__malloc_free_int64_t,trace-csv::6166,Vulnerable,6165,11.311290,-4.895401
background_juliet,trace-csv::6189,CWE416_16-CWE416_Use_After_Free__new_delete_struct,trace-csv::6189,Vulnerable,6188,30.701332,-3.759073
background_juliet,trace-csv::6206,CWE416_17-CWE416_Use_After_Free__new_delete_array_struct,trace-csv::6206,Vulnerable,6205,28.969301,-5.085989
background_juliet,trace-csv::6209,CWE416_17-CWE416_Use_After_Free__new_delete_class,trace-csv::6209,Vulnerable,6208,31.268608,-3.384404
background_juliet,trace-csv::6229,CWE416_18-CWE416_Use_After_Free__new_delete_array_int64_t,trace-csv::6229,Vulnerable,6228,26.914089,-4.377871
