query_sample_id,query_index,query_label,query_project,query_code_chars,query_code_lines,query_codebert_tokens,query_truncated_for_embedding,embedding_token_window,rank,faiss_l2_distance,retrieved_index,retrieved_sample_id,retrieved_label,label_matches_query,retrieved_project,retrieved_dataset_type,retrieved_source,retrieved_code_chars,retrieved_code_lines,retrieved_codebert_tokens,lexical_jaccard,query_snippet,retrieved_snippet,retrieved_source_category,retrieved_reference_family,retrieved_is_cve_reference,retrieved_source_detail,retrieved_source_signature_path,cosine_similarity,distance_gap_from_rank1,distance_percentile_in_db,query_cwe_hint,retrieved_cwe_hint,cwe_matches_query_hint
2,1,Safe,patch__CVE-2019-13638,613,10,232,False,tail_512,5,5.90093994140625,8414,trace-csv::8415,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.039473684210526314,"outfile = xstrdup (optarg); outname = outfile; outfd = make_tempfile (&TMPOUTNAME, 'o', outname, O_WRONLY | binary_transput, instat.st_mode & S_IRWXUGO); int make_tempfile (char const **name, char letter, char const *...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.993588,0.101013,0.000689,,,
2,1,Safe,patch__CVE-2019-13638,613,10,232,False,tail_512,6,5.90093994140625,8423,trace-csv::8424,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.039473684210526314,"outfile = xstrdup (optarg); outname = outfile; outfd = make_tempfile (&TMPOUTNAME, 'o', outname, O_WRONLY | binary_transput, instat.st_mode & S_IRWXUGO); int make_tempfile (char const **name, char letter, char const *...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.993588,0.101013,0.000689,,,
3,2,Vulnerable,php-src__CVE-2015-8617,412,6,159,False,tail_512,1,8.2254638671875,8069,trace-csv::8070,Vulnerable,True,autotrace-20200219.65,test,dataset/signature_db_Vul_data.csv,398,1,153,0.02127659574468085,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ...",Open Source Project,CVE/Open Source Project,True,autotrace-20200219.65,,0.991230,0.000000,0.000000,,,
3,2,Vulnerable,php-src__CVE-2015-8617,412,6,159,False,tail_512,2,8.2254638671875,8072,trace-csv::8073,Vulnerable,True,autotrace-20200219.65,test,dataset/signature_db_Vul_data.csv,398,1,153,0.02127659574468085,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ...",Open Source Project,CVE/Open Source Project,True,autotrace-20200219.65,,0.991230,0.000000,0.000000,,,
3,2,Vulnerable,php-src__CVE-2015-8617,412,6,159,False,tail_512,3,8.2257080078125,8066,trace-csv::8067,Vulnerable,True,autotrace-20200219.65,test,dataset/signature_db_Vul_data.csv,398,1,153,0.02127659574468085,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biWidth = ToS(&buffer[0x00]); /* 12 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd, ...",Open Source Project,CVE/Open Source Project,True,autotrace-20200219.65,,0.991225,0.000244,0.000230,,,
3,2,Vulnerable,php-src__CVE-2015-8617,412,6,159,False,tail_512,4,8.3818359375,8067,trace-csv::8068,Vulnerable,True,autotrace-20200219.65,test,dataset/signature_db_Vul_data.csv,400,1,154,0.02127659574468085,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biHeight = ToS(&buffer[0x02]); /* 14 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd,...",Open Source Project,CVE/Open Source Project,True,autotrace-20200219.65,,0.991025,0.156372,0.000344,,,
3,2,Vulnerable,php-src__CVE-2015-8617,412,6,159,False,tail_512,5,8.3818359375,8070,trace-csv::8071,Vulnerable,True,autotrace-20200219.65,test,dataset/signature_db_Vul_data.csv,400,1,154,0.02127659574468085,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","if (!ReadOK(fd, buffer, 8)) { Bitmap_Head.biHeight = ToS(&buffer[0x02]); /* 14 */ return ((short)(puffer[0] | puffer[1] << 8)); if ((Bitmap_Head.biHeight == 0 || Bitmap_Head.biWidth == 0) image_storage = ReadImage(fd,...",Open Source Project,CVE/Open Source Project,True,autotrace-20200219.65,,0.991025,0.156372,0.000344,,,
3,2,Vulnerable,php-src__CVE-2015-8617,412,6,159,False,tail_512,6,8.4029541015625,8414,trace-csv::8415,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.990956,0.177490,0.000574,,,
4,3,Safe,php-src__CVE-2015-8617,420,6,164,False,tail_512,1,8.02423095703125,8414,trace-csv::8415,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.991376,0.000000,0.000000,,,
4,3,Safe,php-src__CVE-2015-8617,420,6,164,False,tail_512,2,8.0242919921875,8423,trace-csv::8424,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.991376,0.000061,0.000230,,,
4,3,Safe,php-src__CVE-2015-8617,420,6,164,False,tail_512,3,8.0487060546875,8558,trace-csv::8559,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.991350,0.024475,0.000459,,,
4,3,Safe,php-src__CVE-2015-8617,420,6,164,False,tail_512,4,8.0487060546875,8567,trace-csv::8568,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.991350,0.024475,0.000459,,,
4,3,Safe,php-src__CVE-2015-8617,420,6,164,False,tail_512,5,8.0576171875,8462,trace-csv::8463,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.991341,0.033386,0.000459,,,
4,3,Safe,php-src__CVE-2015-8617,420,6,164,False,tail_512,6,8.0576171875,8471,trace-csv::8472,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.05084745762711865,"zend_throw_or_error(fetch_type, NULL, """"Class '%s' not found"""", ZSTR_VAL(class_name)); static void zend_throw_or_error(int fetch_type, zend_class_entry *exception_ce, const char *format, ...) zend_vspprintf(&message, ...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.991341,0.033386,0.000459,,,
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,666,12,261,False,tail_512,1,6.6778564453125,8414,trace-csv::8415,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992776,0.000000,0.000000,,,
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,666,12,261,False,tail_512,2,6.677978515625,8423,trace-csv::8424,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992776,0.000122,0.000230,,,
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,666,12,261,False,tail_512,3,6.71307373046875,8567,trace-csv::8568,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992738,0.035217,0.000230,,,
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,666,12,261,False,tail_512,4,6.713134765625,8558,trace-csv::8559,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992738,0.035278,0.000230,,,
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,666,12,261,False,tail_512,5,6.7200927734375,8462,trace-csv::8463,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992731,0.042236,0.000689,,,
5,4,Vulnerable,spice-vdagent__CVE-2017-15108,666,12,261,False,tail_512,6,6.7200927734375,8471,trace-csv::8472,Vulnerable,True,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.028169014084507043,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992731,0.042236,0.000689,,,
6,5,Safe,spice-vdagent__CVE-2017-15108,724,12,287,False,tail_512,1,7.0150146484375,8415,trace-csv::8416,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992403,0.000000,0.000000,,,
6,5,Safe,spice-vdagent__CVE-2017-15108,724,12,287,False,tail_512,2,7.03668212890625,8423,trace-csv::8424,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.0410958904109589,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992380,0.021667,0.000115,,,
6,5,Safe,spice-vdagent__CVE-2017-15108,724,12,287,False,tail_512,3,7.0367431640625,8414,trace-csv::8415,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,592,1,262,0.0410958904109589,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); t = get_token( line ); char *t =...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992380,0.021729,0.000115,,,
6,5,Safe,spice-vdagent__CVE-2017-15108,724,12,287,False,tail_512,4,7.0457763671875,8421,trace-csv::8422,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,628,1,277,0.04054054054054054,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); if (!line || !(strlen( line ) > ...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992369,0.030762,0.000344,,,
6,5,Safe,spice-vdagent__CVE-2017-15108,724,12,287,False,tail_512,5,7.06011962890625,8559,trace-csv::8560,Vulnerable,False,urjtag-0.8,test,dataset/signature_db_Vul_data.csv,632,1,277,0.0410958904109589,"udscs_do_read(&conn); static void udscs_do_read(struct udscs_connection **conp) udscs_read_complete(connp); conn->read_callback(connp, &conn->header, conn->data.buf); static void daemon_read_complete(struct udscs_conn...","while(fgets(line, 1023, stdin)); jtag_readline_multiple_commands_support( line ); nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */ r = jtag_parse_line( line ); char *nextcmd = line; line = nex...",Open Source Project,CVE/Open Source Project,True,urjtag-0.8,,0.992353,0.045105,0.000459,,,
